1	-12.512
2	-12.512
3	-12.512
4	4.117
5	3.087
6	-12.512
7	-12.512
8	-12.512
9	-12.512
10	-4.467
11	-12.512
12	7.605
13	12.512
14	12.512
15	12.512
16	12.512
17	12.512
18	-12.512
19	-0.0
20	-0.0
21	-0.0
22	-12.512
23	12.512
24	12.512
25	12.512
26	12.512
27	12.512
28	12.512
29	-0.0
30	-12.512
31	-0.0
32	10.166
33	12.512
34	12.512
35	12.512
36	12.512
37	12.512
38	12.512
39	0.0
40	-12.512
41	-12.512
42	-0.0
43	12.512
44	12.512
45	12.512
46	12.512
47	12.512
48	12.512
49	-0.0
50	-12.512
51	-12.512
52	-12.512
53	0.0
54	0.0
55	12.512
56	12.512
57	12.512
58	12.512
59	-8.095
60	-12.512
61	-12.512
62	-12.512
63	-12.512
64	-0.0
65	-100.0

#Max Density: 1027.874 mA/cm^2
#Max Current: 85.005 mA
#Location of the Maximum: [-4.033 mm, 1.32 mm]
#Total Current: 308.404 mA
#Area above 80%: 69.94 mm^2
